transaction_id,event_type,date,user_id,item_id
d5de0713,purchase,2021-12-29,006220,009-364
70f2551b,purchase,2021-12-29,005340,010-002
b950b921,purchase,2021-12-29,002330,009-008
9158b9a5,purchase,2021-12-29,005664,016-009
b3da7bb8,purchase,2021-12-29,007151,016-119
1ffc04b7,purchase,2021-12-29,006590,016-004
b544fa90,purchase,2021-12-29,007424,008-058
6a5c1220,purchase,2021-12-29,007490,007-048
c695ca13,purchase,2021-12-29,004210,016-421
e2ce3cbe,purchase,2021-12-29,004734,016-001
31bf0897,purchase,2021-12-29,003290,009-011
35d747ce,purchase,2021-12-29,001821,019-000
52fcddb0,cancel,2021-12-29,004969,018-191
e30a6dc2,purchase,2021-12-29,005501,012-218
61b3ce8f,purchase,2021-12-29,009469,014-000
b228c08a,purchase,2021-12-29,004828,000-000
b228c08a,cancel,2021-12-29,004828,000-000
889148a1,purchase,2021-12-29,006257,009-000
90d540d7,purchase,2021-12-29,003642,019-124
71281fd1,purchase,2021-12-29,006847,018-002
ca349408,purchase,2021-12-29,004036,008-145
2741a1ef,purchase,2021-12-29,005362,002-000
60386066,purchase,2021-12-29,002326,018-000
024bc8c3,purchase,2021-12-29,002738,016-043
5c88b2be,purchase,2021-12-29,004608,008-002
d2b695d2,purchase,2021-12-29,007538,019-399
39a869f2,purchase,2021-12-29,009502,004-175
0e0a8005,purchase,2021-12-29,002408,002-005
86ac81e3,purchase,2021-12-29,001230,015-137
134de048,purchase,2021-12-29,003030,006-285
6c199a61,purchase,2021-12-29,007876,009-000
50608963,purchase,2021-12-29,002696,014-123
578e95a1,purchase,2021-12-29,007993,004-303
800c3920,purchase,2021-12-29,009244,006-278
4652c12a,purchase,2021-12-29,002714,014-066
8e5b7cc5,purchase,2021-12-29,006120,018-024
0e87f117,cancel,2021-12-29,009475,001-293
9692f669,purchase,2021-12-29,008584,008-005
8f5a90aa,purchase,2021-12-29,005706,003-256
e6254bdf,purchase,2021-12-29,002639,001-039
254514d7,purchase,2021-12-29,002934,004-013
a59e6d57,purchase,2021-12-29,004566,004-001
1fa13eb6,purchase,2021-12-29,007052,018-616
20ffbf9e,purchase,2021-12-29,006792,010-387
e4e57fda,purchase,2021-12-29,002885,010-750
832c3c62,purchase,2021-12-29,009163,016-123
33bdda28,purchase,2021-12-29,003950,015-194
4ada8e8c,purchase,2021-12-29,008347,010-115
7b2a4388,purchase,2021-12-29,002563,003-000
f7997e9e,purchase,2021-12-29,002938,001-672
b21df2a5,purchase,2021-12-29,001889,015-364
1fe1e871,purchase,2021-12-29,005899,003-794
b72b6d6e,purchase,2021-12-29,001481,003-091
35de32e6,purchase,2021-12-29,000749,019-336
a98d90b1,purchase,2021-12-29,007071,015-005
09225ecf,purchase,2021-12-29,001222,011-087
09d88c96,purchase,2021-12-29,006004,001-000
9cabacff,purchase,2021-12-29,001376,006-222
30ff4466,purchase,2021-12-29,006095,009-015
f977e71e,purchase,2021-12-29,009934,001-973
ac5c57d6,purchase,2021-12-29,009973,006-010
6406d535,purchase,2021-12-29,002694,019-369
4cc08425,purchase,2021-12-29,004811,010-298
f80b0ed6,purchase,2021-12-29,004367,000-032
d3ff8711,purchase,2021-12-29,009618,003-097
2494ae12,purchase,2021-12-29,009262,015-014
8cb51f69,purchase,2021-12-29,004963,005-001
d03435b7,purchase,2021-12-29,008361,010-037
772db587,purchase,2021-12-29,009224,007-885
69762824,purchase,2021-12-29,005329,008-000
c3b6f5ad,purchase,2021-12-29,008654,011-029
9b8c9acc,purchase,2021-12-29,008724,003-008
10081871,purchase,2021-12-29,007347,010-127
3732ac48,purchase,2021-12-29,004078,003-017
9dc7e84e,purchase,2021-12-29,003465,004-146
d9c8d90c,purchase,2021-12-29,006834,008-000
f685dc14,purchase,2021-12-29,005925,014-045
07a7487b,purchase,2021-12-29,004282,017-028
bf89c181,purchase,2021-12-29,005062,012-350
7e68c57a,purchase,2021-12-29,006481,005-201
f4fefae3,purchase,2021-12-29,002979,015-001
2bc49f1d,purchase,2021-12-29,003127,012-102
72341336,purchase,2021-12-29,003931,005-465
6eea6358,purchase,2021-12-29,007706,010-159
b7d94f04,cancel,2021-12-29,000123,001-000
7350e02f,purchase,2021-12-29,002796,007-003
b4a67f32,purchase,2021-12-29,004202,001-050
35c939ae,purchase,2021-12-29,007992,013-362
989d8830,purchase,2021-12-29,008892,004-000
81c4bdf1,purchase,2021-12-29,002086,015-010
11f257bf,purchase,2021-12-29,003444,010-261
5dec7ee4,purchase,2021-12-29,004618,006-000
608a37b5,purchase,2021-12-29,009687,005-085
8f61d880,purchase,2021-12-29,002056,007-001
b32a403a,purchase,2021-12-29,001034,016-099
0d1e5272,purchase,2021-12-29,006471,004-082
1f203ea8,purchase,2021-12-29,003723,015-036
9fce864b,purchase,2021-12-29,004269,007-044
655a56d1,purchase,2021-12-29,001683,010-003
f75034c5,purchase,2021-12-29,005703,008-001
f6d641ac,purchase,2021-12-29,004913,009-004
ddaf0065,purchase,2021-12-29,007902,019-006
a4e543c9,purchase,2021-12-29,002776,003-000
3bb3c0d5,purchase,2021-12-29,007968,015-218
678ad9ab,purchase,2021-12-29,009094,010-021
30f5d73f,purchase,2021-12-29,005940,002-047
be93f9c4,purchase,2021-12-29,007680,011-030
dea3e806,purchase,2021-12-29,007712,003-097
9c220c39,purchase,2021-12-29,009347,004-000
096ecbd0,purchase,2021-12-29,009782,009-010
cdf04b8f,purchase,2021-12-29,003253,013-044
7d755c1d,purchase,2021-12-29,004206,011-010
d4a037e1,purchase,2021-12-29,008498,008-000
85c1401f,purchase,2021-12-29,000858,003-347
09432119,purchase,2021-12-29,009653,005-862
c8d05f64,purchase,2021-12-29,007002,002-026
a87fba4c,purchase,2021-12-29,006403,002-002
200285b5,purchase,2021-12-29,008914,008-035
a7600904,purchase,2021-12-29,009385,018-004
7e306d62,purchase,2021-12-29,002198,012-009
3ac9db7d,purchase,2021-12-29,005749,014-005
72914c36,purchase,2021-12-29,005261,008-001
a639e851,purchase,2021-12-29,006430,002-020
cc74af44,purchase,2021-12-29,006382,001-022
ff4e099d,purchase,2021-12-29,009942,002-193
d3ae7731,purchase,2021-12-29,000501,008-886
982b54f6,purchase,2021-12-29,000072,007-000
7b6e763e,purchase,2021-12-29,002335,008-200
7ffd2243,purchase,2021-12-29,005567,005-443
8786dd5f,purchase,2021-12-29,002200,011-357
b15ebadd,purchase,2021-12-29,003132,006-721
600a72e6,purchase,2021-12-29,004414,002-000
c3e54e5f,purchase,2021-12-29,009170,003-056
7375f416,purchase,2021-12-29,006365,018-277
a736868d,purchase,2021-12-29,000805,013-238
c88eef8c,purchase,2021-12-29,002183,003-022
447508a4,purchase,2021-12-29,000091,010-021
6dbc90c0,purchase,2021-12-29,001795,006-106
d9998406,purchase,2021-12-29,008806,010-151
c3fbe37b,purchase,2021-12-29,004707,018-595
4e0a8c53,purchase,2021-12-29,005083,011-346
8c689549,purchase,2021-12-29,008702,010-001
8b446046,purchase,2021-12-29,008511,018-008
aee16832,purchase,2021-12-29,008276,007-868
d3c29b9f,purchase,2021-12-29,003261,016-093
b615872e,purchase,2021-12-29,007952,008-984
e1df82a9,purchase,2021-12-29,008240,018-505
d89aa4bc,purchase,2021-12-29,002727,007-710
cd6b9cf2,purchase,2021-12-29,005215,009-087
c324e0a3,purchase,2021-12-29,007421,012-673
6d4fb9ef,purchase,2021-12-29,007548,014-055
8339415b,purchase,2021-12-29,005945,007-441
00ff19b6,purchase,2021-12-29,008666,002-001
48b64010,purchase,2021-12-29,005378,016-000
f285e4a0,purchase,2021-12-29,008601,001-003
de70b3e4,purchase,2021-12-29,009603,018-038
12fb2204,purchase,2021-12-29,009040,017-000
9ba2d28c,purchase,2021-12-29,008526,015-058
7ee55504,purchase,2021-12-29,008276,017-209
024e130f,purchase,2021-12-29,006843,001-440
4e28f53a,purchase,2021-12-29,005216,006-563
194acb18,purchase,2021-12-29,000931,012-387
c0aec077,purchase,2021-12-29,004353,015-000
4589b5d6,purchase,2021-12-29,001515,003-000
3d196f9c,purchase,2021-12-29,004407,012-161
e3922a20,purchase,2021-12-29,003846,005-869
39368799,purchase,2021-12-29,005257,006-693
1bb06856,purchase,2021-12-29,008529,019-034
fd8b541b,purchase,2021-12-29,001912,002-017
0df2f0ff,purchase,2021-12-29,008630,004-069
9ac9b16a,purchase,2021-12-29,006209,010-023
4a7d74ea,purchase,2021-12-29,006182,005-004
3c0b3c25,purchase,2021-12-29,004189,010-023
a9406bbb,purchase,2021-12-29,002698,017-006
fbede96c,purchase,2021-12-29,004412,002-052
443d6731,purchase,2021-12-29,008005,018-002
840508c3,purchase,2021-12-29,000582,000-000
5e97d48c,purchase,2021-12-29,001259,002-006
7607aded,purchase,2021-12-29,001818,005-427
dc99bbe8,purchase,2021-12-29,008181,003-000
9c18a5ee,purchase,2021-12-29,004769,017-047
435eb54e,purchase,2021-12-29,006609,013-362
db4a2b20,purchase,2021-12-29,004753,001-332
52ee77a9,purchase,2021-12-29,007240,017-001
3aa7a2e9,purchase,2021-12-29,005937,000-661
c16642a8,purchase,2021-12-29,002658,012-089
2b810c2e,purchase,2021-12-29,006105,006-523
4d5fd780,purchase,2021-12-29,009635,008-015
136f79f3,purchase,2021-12-29,007636,000-000
4b145e04,purchase,2021-12-29,007639,010-075
f977e71e,cancel,2021-12-29,009934,001-973
aae43b1e,purchase,2021-12-29,005279,019-050
02e6955f,purchase,2021-12-29,000792,015-028
0ff38ab0,purchase,2021-12-29,008720,010-129
b101e866,purchase,2021-12-29,000405,015-386
c4df5f96,purchase,2021-12-29,002722,004-021
6c636097,purchase,2021-12-29,004038,011-013
0de8cc1d,purchase,2021-12-29,008725,001-001
75e9121e,purchase,2021-12-29,008828,000-561
e245b79b,purchase,2021-12-29,006936,014-118
59132127,purchase,2021-12-29,003017,000-349
3dfb2491,purchase,2021-12-29,006464,013-109
e1f7f28b,purchase,2021-12-29,009494,000-100
bd05343e,purchase,2021-12-29,009662,006-005
05b584f8,purchase,2021-12-29,001561,002-335
4a176f61,purchase,2021-12-29,004864,010-014
03a7a345,purchase,2021-12-29,007636,018-000
e7d2fc2b,purchase,2021-12-29,006387,008-147
10b66e52,purchase,2021-12-29,005714,010-033
3cf4bea2,purchase,2021-12-29,003177,015-063
9043af8b,purchase,2021-12-29,000562,001-000
c40c2e3d,purchase,2021-12-29,007539,017-322
f10eb226,purchase,2021-12-29,009690,010-009
e0c88d34,purchase,2021-12-29,009561,018-419
4a10f6c1,purchase,2021-12-29,000926,007-784
ed828307,purchase,2021-12-29,001267,005-042
ad87e09a,purchase,2021-12-29,003395,000-008
325f0604,purchase,2021-12-29,000031,002-021
7e306d62,cancel,2021-12-29,002198,012-009
7f8ba86a,purchase,2021-12-29,006847,009-043
1c50496a,purchase,2021-12-29,009996,002-001
58ffb279,purchase,2021-12-29,007139,004-009
884a67f1,purchase,2021-12-29,004327,005-010
e2ee3393,purchase,2021-12-29,008885,015-007
57cc7896,purchase,2021-12-29,004486,012-000
65484a87,purchase,2021-12-29,004440,000-013
48f25031,purchase,2021-12-29,008994,011-002
6db9fc32,purchase,2021-12-29,006135,012-334
679898ff,purchase,2021-12-29,002151,018-028
14c28cd2,purchase,2021-12-29,001806,014-011
81feb78a,purchase,2021-12-29,005227,003-524
77633f36,purchase,2021-12-29,000176,017-777
89853a10,purchase,2021-12-29,009662,000-060
287e5998,purchase,2021-12-29,006768,008-084
c1cb8eee,purchase,2021-12-29,007796,016-133
6ffcc077,purchase,2021-12-29,007224,002-024
1f196c5e,purchase,2021-12-29,006943,004-000
6753b9cf,purchase,2021-12-29,006776,000-010
7c699435,purchase,2021-12-29,002524,004-037
43dba284,purchase,2021-12-29,005375,004-001
1ff079a8,purchase,2021-12-29,006629,000-003
f79c744a,purchase,2021-12-29,000217,004-127
ab3912ce,purchase,2021-12-29,001524,002-003
b1645686,purchase,2021-12-29,000905,000-000
c22bef5e,purchase,2021-12-29,006641,008-000
4cd2e199,purchase,2021-12-29,009006,002-266
df871884,purchase,2021-12-29,000843,009-001
a46e375b,purchase,2021-12-29,004136,000-015
39807a7d,purchase,2021-12-29,007090,003-036
6dbdb00f,purchase,2021-12-29,008193,019-944
9720bb95,purchase,2021-12-29,008552,014-004
99d63331,purchase,2021-12-29,002821,013-029
51c8ad14,purchase,2021-12-29,006447,003-681
0a20bb09,purchase,2021-12-29,008428,017-143
fb093bd9,purchase,2021-12-29,004904,017-000
6d48f627,purchase,2021-12-29,005296,008-066
033f114e,purchase,2021-12-29,001719,015-172
6ef01902,purchase,2021-12-29,005522,006-049
faa36751,purchase,2021-12-29,001384,003-021
7cc39831,purchase,2021-12-29,005964,008-357
3793cac1,purchase,2021-12-29,004325,002-089
807e8e0d,purchase,2021-12-29,009096,010-000
435b33e1,purchase,2021-12-29,002243,007-442
8edc29f5,purchase,2021-12-29,002715,012-003
085bb06b,purchase,2021-12-29,005416,012-761
40042d71,purchase,2021-12-29,002783,004-015
08a996c0,purchase,2021-12-29,006396,008-008
bea0ce13,purchase,2021-12-29,005138,014-008
06731cbd,purchase,2021-12-29,002874,011-370
9043af8b,cancel,2021-12-29,000562,001-000
800c3920,cancel,2021-12-29,009244,006-278
dae4a372,purchase,2021-12-29,000856,003-567
c3b0723d,purchase,2021-12-29,002893,007-448
a8508293,purchase,2021-12-29,000558,010-003
cfaf89b6,purchase,2021-12-29,007780,004-034
f42fbe53,purchase,2021-12-29,008494,014-002
ca13b37e,purchase,2021-12-29,002210,001-269
9efb9362,purchase,2021-12-29,002772,004-000
b2b55c07,purchase,2021-12-29,006553,013-101
550d0004,purchase,2021-12-29,001413,000-009
7226255c,purchase,2021-12-29,003574,009-287
83564000,purchase,2021-12-29,000974,007-083
9d96511e,purchase,2021-12-29,000525,002-009
64d74499,purchase,2021-12-29,004549,004-269
91a45ae3,purchase,2021-12-29,005410,003-000
2ea5efe8,purchase,2021-12-29,001823,008-007
cf3cbc58,purchase,2021-12-29,001712,008-264
65095cc3,purchase,2021-12-29,007745,002-001
37a9e0e4,purchase,2021-12-29,008188,008-496
85913992,purchase,2021-12-29,008386,010-361
cca0ee7e,purchase,2021-12-29,007469,008-021
012dd60a,purchase,2021-12-29,007687,017-033
92963f8a,purchase,2021-12-29,004314,014-019
e1559de4,purchase,2021-12-29,002685,018-011
12bd162d,purchase,2021-12-29,002981,003-146
7367cff9,purchase,2021-12-29,009000,009-697
84091dc9,purchase,2021-12-29,008340,019-003
e88af097,purchase,2021-12-29,006826,015-058
71dcf7e1,purchase,2021-12-29,006208,016-007
fe94cbce,purchase,2021-12-29,009815,009-016
1160a2de,purchase,2021-12-29,009932,010-004
a257bc7c,purchase,2021-12-29,003606,007-001
c86a1d50,purchase,2021-12-29,000139,001-442
7941bd26,purchase,2021-12-29,002747,016-702
8efa402a,purchase,2021-12-29,003225,017-067
771a5bfc,purchase,2021-12-29,000398,008-000
1bb06856,cancel,2021-12-29,008529,019-034
daad9116,purchase,2021-12-29,002657,003-005
a6f6a28e,purchase,2021-12-29,001647,003-214
973dcd2d,purchase,2021-12-29,006496,009-239
da951e9e,purchase,2021-12-29,001605,019-050
430c0e04,purchase,2021-12-29,002429,001-205
97395ba8,purchase,2021-12-29,000810,000-055
b58885a4,purchase,2021-12-29,000136,011-017
41dcde33,purchase,2021-12-29,008709,012-010
dbcc836a,purchase,2021-12-29,000633,002-114
6c99ea59,purchase,2021-12-29,003208,007-019
b5e032c1,purchase,2021-12-29,005769,017-271
8ed41134,purchase,2021-12-29,003515,001-001
ebd80de5,purchase,2021-12-29,008938,015-017
37a9e0e4,cancel,2021-12-29,008188,008-496
2651b347,purchase,2021-12-29,001834,000-077
b007d70c,purchase,2021-12-29,003016,018-879
6ba3426f,cancel,2021-12-29,002181,007-063
e05da61e,purchase,2021-12-29,005615,008-014
b4928272,purchase,2021-12-29,009748,000-012
cc26067d,purchase,2021-12-29,009932,011-001
cd00104a,purchase,2021-12-29,009919,015-004
b58885a4,cancel,2021-12-29,000136,011-017
daad9116,cancel,2021-12-29,002657,003-005
f1f3c88d,purchase,2021-12-29,000387,005-000
534d8bff,purchase,2021-12-29,002408,019-316
b85be634,purchase,2021-12-29,008741,007-001
b6e63b04,purchase,2021-12-29,001500,014-055
82e8d4ae,purchase,2021-12-29,003663,013-038
974c3ffe,purchase,2021-12-29,003214,011-015
f2667fb7,purchase,2021-12-29,006774,017-001
e05da61e,cancel,2021-12-29,005615,008-014
b19e526e,purchase,2021-12-29,005744,000-017
3a11f5c1,cancel,2021-12-29,002874,016-017
ff3dd2bd,purchase,2021-12-29,003360,010-321
d8af4998,purchase,2021-12-29,007866,013-024
e94e2a9f,purchase,2021-12-29,009603,002-028
67abd8eb,purchase,2021-12-29,006896,014-016
198e115d,purchase,2021-12-29,005856,006-002
813f1bfe,purchase,2021-12-29,000376,004-015
516bb75d,cancel,2021-12-29,008742,014-000
7b900565,purchase,2021-12-29,004718,007-001
cd59be58,purchase,2021-12-29,006896,011-040
6b47f6df,purchase,2021-12-29,007052,015-127
c019ab76,purchase,2021-12-29,004464,018-207
4b7fecf6,purchase,2021-12-29,000763,011-280
a601a416,purchase,2021-12-29,007943,019-002
db251c36,purchase,2021-12-29,001860,000-393
95561d62,purchase,2021-12-29,008297,013-006
5daa28c4,purchase,2021-12-29,006291,017-124
1776cb30,purchase,2021-12-29,005410,017-002
82d57d51,purchase,2021-12-29,001256,019-364
50516171,purchase,2021-12-29,003880,019-002
5fecc17f,purchase,2021-12-29,008258,006-000
9b15559f,purchase,2021-12-29,001003,008-022
eb59f841,purchase,2021-12-29,008702,002-134
e6b16fb0,purchase,2021-12-29,008035,010-009
16a1d5de,purchase,2021-12-29,005902,008-120
128af669,purchase,2021-12-29,001004,009-049
98d4daa6,purchase,2021-12-29,006726,005-032
6a55cd69,purchase,2021-12-29,009083,009-837
a598fb09,purchase,2021-12-29,002933,005-017
e5cb76b9,purchase,2021-12-29,007948,017-114
c7daaa2b,purchase,2021-12-29,001869,004-006
a62b8900,purchase,2021-12-29,006380,002-078
c72fff84,purchase,2021-12-29,004959,000-005
700fe209,purchase,2021-12-29,007042,003-558
687754f2,purchase,2021-12-29,006095,011-220
080c2e6e,cancel,2021-12-29,004632,001-027
3ae86338,purchase,2021-12-29,007444,000-001
05e86553,purchase,2021-12-29,002820,008-018
3f2ac05a,purchase,2021-12-29,009405,013-009
2950dd25,purchase,2021-12-29,009194,007-418
c29961a7,purchase,2021-12-29,001147,005-203
e591c457,purchase,2021-12-29,008166,007-009
28b64481,purchase,2021-12-29,005200,019-392
969ad44a,purchase,2021-12-29,009801,005-000
f3499b2c,purchase,2021-12-29,002423,017-024
a0a55dcd,purchase,2021-12-29,009248,011-092
cf5f2884,purchase,2021-12-29,002688,001-000
5ad9fa4e,purchase,2021-12-29,000316,018-000
64d74499,cancel,2021-12-29,004549,004-269
ad6ae211,purchase,2021-12-29,000470,014-355
44e14622,cancel,2021-12-29,003988,016-006
31037f1c,purchase,2021-12-29,004662,008-003
c5e85692,purchase,2021-12-29,007710,007-048
3f3942e6,purchase,2021-12-29,007782,014-001
14c8f9b6,purchase,2021-12-29,009908,019-005
37c1b0f1,purchase,2021-12-29,003806,019-510
4263e8cd,purchase,2021-12-29,001557,016-002
76fa569a,purchase,2021-12-29,008415,006-176
47796db8,purchase,2021-12-29,000024,001-766
4fef25a7,purchase,2021-12-29,003521,009-111
948f5c0d,purchase,2021-12-29,003969,014-126
272368ab,purchase,2021-12-29,007198,000-113
af704fb8,purchase,2021-12-29,005572,008-030
1a33a6c3,purchase,2021-12-29,009424,019-004
b3432548,purchase,2021-12-29,009574,017-000
d094cb9e,purchase,2021-12-29,002671,003-001
cf12d51a,purchase,2021-12-29,007855,014-189
6429f518,purchase,2021-12-29,008916,009-047
5a7b1330,purchase,2021-12-29,002893,008-000
be27e986,purchase,2021-12-29,000151,015-003
65c59564,purchase,2021-12-29,003154,014-563
75523fa5,purchase,2021-12-29,007398,016-009
6a5c1220,cancel,2021-12-29,007490,007-048
faba7ab4,purchase,2021-12-29,006792,014-022
56c3dfdd,purchase,2021-12-29,000647,006-826
8f7ad499,purchase,2021-12-29,000824,010-014
6860328f,purchase,2021-12-29,007845,012-017
8e1e3d8d,cancel,2021-12-29,003960,016-008
881e2ae1,purchase,2021-12-29,006990,010-025
d4c3c84c,purchase,2021-12-29,001311,004-000
d864375d,purchase,2021-12-29,004072,018-886
927bfed4,purchase,2021-12-29,006943,011-001
6fd0025a,purchase,2021-12-29,002243,018-000
eb5d8c8b,purchase,2021-12-29,004003,019-037
786a1e29,purchase,2021-12-29,009637,010-001
9ebfebce,purchase,2021-12-29,004981,019-002
f040905b,purchase,2021-12-29,000672,014-014
ff6ae2fc,purchase,2021-12-29,004827,010-100
2176e624,cancel,2021-12-29,008916,010-000
4fe636a2,purchase,2021-12-29,003988,000-005
90d540d7,cancel,2021-12-29,003642,019-124
7a2aced7,purchase,2021-12-29,002481,019-050
4b5740db,purchase,2021-12-29,002351,008-000
65095cc3,cancel,2021-12-29,007745,002-001
f85ef8ff,purchase,2021-12-29,000617,009-000
f0e0ca0c,purchase,2021-12-29,000015,001-027
3f2ac05a,cancel,2021-12-29,009405,013-009
ce40406a,purchase,2021-12-29,003606,007-674
b98044d1,purchase,2021-12-29,002863,008-027
06fcc615,purchase,2021-12-29,009116,008-024
b1c03ae2,purchase,2021-12-29,006250,000-014
80272f96,purchase,2021-12-29,008802,011-000
be964b33,purchase,2021-12-29,007868,010-255
2dc4eb49,purchase,2021-12-29,006378,005-012
86a0b504,purchase,2021-12-29,002171,002-416
a4366665,purchase,2021-12-29,000137,002-156
15737d7b,purchase,2021-12-29,002429,005-098
7e077b54,purchase,2021-12-29,007361,016-165
8c7032f1,purchase,2021-12-29,008999,019-017
8d80ec96,purchase,2021-12-29,009378,004-620
487f28d5,purchase,2021-12-29,006384,006-001
9bb2c70a,purchase,2021-12-29,005199,010-000
f599b812,purchase,2021-12-29,005464,015-002
ac2da624,purchase,2021-12-29,008654,019-002
ac4e5df5,purchase,2021-12-29,000222,014-029
7941bd26,cancel,2021-12-29,002747,016-702
8213e130,purchase,2021-12-29,006130,002-010
a0e04199,purchase,2021-12-29,007312,006-028
e1fab718,purchase,2021-12-29,008537,018-576
5ce73a47,purchase,2021-12-29,007734,012-528
dedf0105,purchase,2021-12-29,008086,014-234
b3544687,purchase,2021-12-29,002546,019-215
cb0909c8,purchase,2021-12-29,003291,007-826
d20aa49a,purchase,2021-12-29,004601,004-403
bc76d542,purchase,2021-12-29,007071,004-085
7af0a16c,purchase,2021-12-29,009919,018-033
4c0e9499,purchase,2021-12-29,009513,001-050
f625f0ce,purchase,2021-12-29,004136,008-742
